ResponseId,Country,Age,EdLevel
3621,Ukraine,35-44 years old,Master
3624,Slovakia,25-34 years old,Master
3626,UK,55-64 years old,Master
3629,Iran,25-34 years old,Master
3635,Benin,18-24 years old,Bachelor
3636,Sweden,35-44 years old,Some College
3642,Ukraine,25-34 years old,Professional
3643,Netherlands,35-44 years old,Bachelor
3644,India,25-34 years old,Some College
3647,India,35-44 years old,Bachelor
3648,Canada,45-54 years old,Professional
3649,Sri Lanka,25-34 years old,Bachelor
3651,Congo (Kinshasa),25-34 years old,Bachelor
3662,Austria,25-34 years old,Other
3663,India,25-34 years old,Bachelor
3664,UK,25-34 years old,Master
3672,India,18-24 years old,Bachelor
3675,Greece,18-24 years old,Some College
3677,Italy,45-54 years old,Master
3678,Poland,25-34 years old,Bachelor
3680,USA,35-44 years old,Master
3685,South Africa,25-34 years old,Some College
3687,Iran,18-24 years old,Associate degree
3692,Ukraine,25-34 years old,Master
3693,Poland,35-44 years old,Master
3695,Italy,35-44 years old,Some College
3697,Switzerland,18-24 years old,Secondary school
3704,Serbia,35-44 years old,Master
3705,Singapore,35-44 years old,Master
3706,Netherlands,35-44 years old,Bachelor
3716,Netherlands,35-44 years old,Master
3721,Sweden,25-34 years old,Bachelor
3724,UK,45-54 years old,Bachelor
3727,Switzerland,35-44 years old,Bachelor
3728,Serbia,25-34 years old,Bachelor
3733,Czech Republic,25-34 years old,Some College
3734,USA,25-34 years old,Some College
3735,Germany,25-34 years old,Master
3736,Poland,55-64 years old,Master
3738,Israel,18-24 years old,Associate degree
3740,Belarus,18-24 years old,Bachelor
3746,Germany,35-44 years old,Secondary school
3747,Ukraine,18-24 years old,Master
3749,Finland,45-54 years old,Some College
3751,Ukraine,25-34 years old,Master
3754,Israel,25-34 years old,Some College
3755,France,25-34 years old,Some College
3756,Sweden,25-34 years old,Bachelor
3758,India,25-34 years old,Bachelor
3759,Netherlands,45-54 years old,Master
3760,Netherlands,25-34 years old,Bachelor
3762,France,18-24 years old,Master
3764,Bangladesh,25-34 years old,Bachelor
3766,Israel,45-54 years old,Professional
3771,Ukraine,35-44 years old,Master
3772,India,18-24 years old,Bachelor
3773,Italy,25-34 years old,Master
3774,India,25-34 years old,Bachelor
3779,Italy,25-34 years old,Some College
3781,Hungary,25-34 years old,Master
3785,Greece,25-34 years old,Bachelor
3790,Bulgaria,35-44 years old,Master
3793,Switzerland,35-44 years old,Master
3794,Hong Kong,45-54 years old,Bachelor
3796,Romania,25-34 years old,Bachelor
3797,Bangladesh,25-34 years old,Bachelor
3798,Ukraine,25-34 years old,Bachelor
3800,Netherlands,35-44 years old,Professional
3803,Italy,25-34 years old,Secondary school
3809,Slovenia,35-44 years old,Master
3810,Italy,Under 18 years old,Other
3813,India,35-44 years old,Master
3816,Denmark,25-34 years old,Bachelor
3817,Denmark,45-54 years old,Master
3819,Chile,18-24 years old,Secondary school
3821,Turkey,35-44 years old,Bachelor
3827,Pakistan,25-34 years old,Bachelor
3829,Ukraine,35-44 years old,Master
3834,Taiwan,18-24 years old,Bachelor
3837,Norway,35-44 years old,Bachelor
3838,Poland,25-34 years old,Bachelor
3840,Turkey,35-44 years old,Bachelor
3845,Germany,25-34 years old,Associate degree
3850,Hungary,35-44 years old,Bachelor
3857,Poland,35-44 years old,Bachelor
3858,Australia,18-24 years old,Some College
3860,New Zealand,18-24 years old,Bachelor
3863,UK,35-44 years old,Bachelor
3866,UK,45-54 years old,Bachelor
3868,Denmark,35-44 years old,Bachelor
3880,UK,35-44 years old,Professional
3881,Ukraine,18-24 years old,Master
3886,Finland,35-44 years old,Master
3889,Sweden,25-34 years old,Some College
3895,Morocco,35-44 years old,Master
3898,Italy,35-44 years old,Bachelor
3901,Croatia,25-34 years old,Master
3903,UK,25-34 years old,Bachelor
3904,India,25-34 years old,Bachelor
3906,Sweden,25-34 years old,Secondary school
3910,Germany,35-44 years old,Bachelor
3915,Switzerland,18-24 years old,Secondary school
3917,Slovenia,25-34 years old,Bachelor
3918,Norway,45-54 years old,Secondary school
3919,Germany,25-34 years old,Bachelor
3923,Germany,25-34 years old,Master
3934,Austria,25-34 years old,Bachelor
3937,UK,25-34 years old,Master
3938,Russia,35-44 years old,Secondary school
3941,Belgium,35-44 years old,Master
3946,Germany,25-34 years old,Master
3959,Slovenia,25-34 years old,Bachelor
3961,Turkey,25-34 years old,Bachelor
3962,Switzerland,25-34 years old,Bachelor
3969,Poland,35-44 years old,Master
3970,Germany,25-34 years old,Bachelor
3972,France,18-24 years old,Bachelor
3973,Pakistan,18-24 years old,Master
3974,USA,25-34 years old,Master
3983,Germany,18-24 years old,Secondary school
3984,Spain,25-34 years old,Master
3987,Netherlands,25-34 years old,Bachelor
3992,Switzerland,45-54 years old,Other
3996,Netherlands,35-44 years old,Bachelor
4003,Switzerland,55-64 years old,Professional
4005,Germany,35-44 years old,Bachelor
4006,Italy,18-24 years old,Secondary school
4008,Turkey,25-34 years old,Bachelor
4010,Germany,18-24 years old,Secondary school
4016,Belgium,45-54 years old,Bachelor
4017,UK,45-54 years old,Master
4019,Indonesia,25-34 years old,Some College
4021,Belgium,25-34 years old,Professional
4026,France,25-34 years old,Master
4027,Germany,25-34 years old,Master
4029,Ukraine,25-34 years old,Master
4031,Belgium,45-54 years old,Bachelor
4035,Serbia,35-44 years old,Bachelor
4044,Norway,25-34 years old,Bachelor
4047,Germany,45-54 years old,Master
4050,Spain,45-54 years old,Associate degree
4054,Germany,35-44 years old,Some College
4055,Germany,35-44 years old,Bachelor
4056,Austria,45-54 years old,Master
4058,Pakistan,25-34 years old,Bachelor
4064,Italy,35-44 years old,Bachelor
4067,France,35-44 years old,Master
4068,Poland,18-24 years old,Bachelor
4071,China,25-34 years old,Bachelor
4072,Israel,18-24 years old,Secondary school
4073,India,35-44 years old,Master
4075,Ukraine,25-34 years old,Master
4083,Australia,45-54 years old,Some College
4085,Israel,35-44 years old,Bachelor
4086,Algeria,18-24 years old,Master
4089,China,25-34 years old,Bachelor
4091,Poland,18-24 years old,Secondary school
4095,France,35-44 years old,Master
4096,UK,35-44 years old,Bachelor
4101,UAE,25-34 years old,Master
4103,Germany,35-44 years old,Master
4113,France,25-34 years old,Master
4114,India,18-24 years old,Bachelor
4115,Ukraine,25-34 years old,Master
4117,Norway,35-44 years old,Master
4118,Germany,55-64 years old,Some College
4121,Spain,25-34 years old,Some College
4125,Sweden,35-44 years old,Master
4126,Serbia,25-34 years old,Master
4131,UK,18-24 years old,Bachelor
4133,Greece,35-44 years old,Some College
4134,Ukraine,18-24 years old,Master
4135,Nigeria,25-34 years old,Bachelor
4138,Bulgaria,25-34 years old,Master
4141,Algeria,25-34 years old,Master
4145,France,25-34 years old,Associate degree
4148,Austria,25-34 years old,Secondary school
4151,Ukraine,45-54 years old,Master
4153,Slovakia,25-34 years old,Master
4154,Egypt,25-34 years old,Bachelor
4173,Turkey,25-34 years old,Bachelor
4175,Ukraine,25-34 years old,Bachelor
4179,Canada,45-54 years old,Master
4184,USA,18-24 years old,Bachelor
4197,India,25-34 years old,Bachelor
4198,Ireland,35-44 years old,Bachelor
4200,Germany,25-34 years old,Master
4204,Ukraine,18-24 years old,Bachelor
4205,Pakistan,25-34 years old,Bachelor
4206,Norway,18-24 years old,Some College
4207,Belgium,25-34 years old,Master
4208,Poland,18-24 years old,Master
4209,Slovenia,35-44 years old,Professional
4211,Austria,18-24 years old,Secondary school
4212,Pakistan,25-34 years old,Master
4214,Nigeria,25-34 years old,Bachelor
4220,Netherlands,35-44 years old,Master
4227,Ukraine,25-34 years old,Master
4228,India,25-34 years old,Bachelor
4231,Italy,35-44 years old,Associate degree
4232,Sri Lanka,25-34 years old,Bachelor
4233,UK,25-34 years old,Bachelor
4234,China,25-34 years old,Master
4235,South Korea,Under 18 years old,Secondary school
4236,Poland,25-34 years old,Some College
4241,Brazil,35-44 years old,Bachelor
4243,India,18-24 years old,Bachelor
4246,Italy,25-34 years old,Bachelor
4249,UK,35-44 years old,Bachelor
4251,UK,25-34 years old,Master
4255,Ukraine,25-34 years old,Master
4258,India,35-44 years old,Bachelor
4259,South Africa,25-34 years old,Bachelor
4261,Estonia,25-34 years old,Bachelor
4263,Ukraine,18-24 years old,Bachelor
4264,Croatia,18-24 years old,Bachelor
4268,India,25-34 years old,Bachelor
4269,UK,35-44 years old,Bachelor
4270,Netherlands,25-34 years old,Bachelor
4277,Tunisia,25-34 years old,Bachelor
4280,India,35-44 years old,Master
4283,UK,35-44 years old,Bachelor
4284,Bosnia and Herzegovina,35-44 years old,Master
4285,Austria,25-34 years old,Bachelor
4286,Turkey,35-44 years old,Bachelor
4293,Netherlands,25-34 years old,Bachelor
4294,Ukraine,35-44 years old,Master
4297,Switzerland,25-34 years old,Bachelor
4303,Ukraine,25-34 years old,Other
4304,Bangladesh,25-34 years old,Bachelor
4307,Denmark,18-24 years old,Other
4311,Luxembourg,25-34 years old,Master
4312,Finland,25-34 years old,Master
4313,Poland,25-34 years old,Bachelor
4314,Canada,35-44 years old,Some College
4316,Romania,45-54 years old,Professional
4317,Germany,25-34 years old,Bachelor
4318,Cyprus,25-34 years old,Bachelor
4319,UK,55-64 years old,Bachelor
4320,UK,35-44 years old,Bachelor
4327,Viet Nam,25-34 years old,Bachelor
4333,Hungary,25-34 years old,Associate degree
4335,India,18-24 years old,Bachelor
4337,Croatia,25-34 years old,Bachelor
4339,Brazil,25-34 years old,Bachelor
4344,USA,18-24 years old,Secondary school
4345,South Africa,25-34 years old,Bachelor
4347,Pakistan,25-34 years old,Master
4349,Brazil,25-34 years old,Bachelor
4354,Germany,25-34 years old,Bachelor
4356,UK,25-34 years old,Bachelor
4357,Germany,25-34 years old,Master
4359,Brazil,45-54 years old,Master
4362,Portugal,45-54 years old,Professional
4367,Poland,25-34 years old,Master
4374,Greece,35-44 years old,Some College
4375,Dominican Republic,35-44 years old,Master
4376,Croatia,35-44 years old,Secondary school
4383,USA,35-44 years old,Bachelor
4391,Czech Republic,25-34 years old,Bachelor
4394,Netherlands,18-24 years old,Secondary school
4397,Slovakia,25-34 years old,Some College
4400,UK,35-44 years old,Some College
4401,Australia,35-44 years old,Bachelor
4403,New Zealand,25-34 years old,Some College
4408,Poland,25-34 years old,Master
4412,India,25-34 years old,Bachelor
4413,Brazil,25-34 years old,Bachelor
4414,Sri Lanka,25-34 years old,Master
4418,Estonia,25-34 years old,Bachelor
4420,Belgium,18-24 years old,Associate degree
4421,UK,45-54 years old,Bachelor
4422,India,18-24 years old,Bachelor
4423,Turkey,35-44 years old,Master
4426,UK,55-64 years old,Master
4437,Hungary,25-34 years old,Bachelor
4438,Estonia,25-34 years old,Secondary school
4439,Turkey,25-34 years old,Some College
4440,Netherlands,25-34 years old,Bachelor
4442,Latvia,25-34 years old,Some College
4443,USA,45-54 years old,Master
4444,India,25-34 years old,Professional
4447,Serbia,35-44 years old,Master
4448,Germany,25-34 years old,Master
4452,Austria,35-44 years old,Bachelor
4454,Serbia,25-34 years old,Master
4455,France,35-44 years old,Master
4457,Brazil,25-34 years old,Bachelor
4460,Belgium,45-54 years old,Master
4461,Portugal,25-34 years old,Master
4465,USA,35-44 years old,Bachelor
4467,Pakistan,18-24 years old,Bachelor
4468,Lithuania,25-34 years old,Master
4475,Tajikistan,25-34 years old,Bachelor
4479,Netherlands,35-44 years old,Master
4480,Armenia,18-24 years old,Some College
4481,Spain,25-34 years old,Some College
4482,Germany,25-34 years old,Associate degree
4484,UK,45-54 years old,Some College
4486,Poland,18-24 years old,Master
4487,Norway,35-44 years old,Master
4488,Germany,35-44 years old,Some College
4490,Isle of Man,25-34 years old,Bachelor
4491,Denmark,55-64 years old,Master
4494,Sweden,35-44 years old,Bachelor
4497,Belgium,25-34 years old,Bachelor
4498,Switzerland,25-34 years old,Bachelor
4499,USA,45-54 years old,Bachelor
4508,Poland,25-34 years old,Bachelor
4510,Austria,35-44 years old,Some College
4516,Germany,18-24 years old,Secondary school
4517,India,18-24 years old,Bachelor
4518,Netherlands,35-44 years old,Master
4519,Belgium,25-34 years old,Some College
4520,Germany,35-44 years old,Associate degree
4521,Netherlands,45-54 years old,Bachelor
4523,Germany,35-44 years old,Master
4528,Australia,45-54 years old,Master
4529,UK,18-24 years old,Secondary school
4537,Slovakia,25-34 years old,Master
4538,Singapore,25-34 years old,Master
4540,Slovakia,25-34 years old,Master
4542,Greece,25-34 years old,Bachelor
4544,Pakistan,25-34 years old,Bachelor
4550,Switzerland,18-24 years old,Primary
4553,Ukraine,18-24 years old,Master
4555,Romania,18-24 years old,Bachelor
4557,UK,25-34 years old,Bachelor
4560,India,18-24 years old,Bachelor
4561,Pakistan,35-44 years old,Bachelor
4564,India,25-34 years old,Master
4566,Poland,35-44 years old,Master
4568,Australia,35-44 years old,Bachelor
4569,Brazil,18-24 years old,Secondary school
4574,Mexico,45-54 years old,Associate degree
4575,Sweden,18-24 years old,Some College
4580,Iran,25-34 years old,Bachelor
4581,Argentina,45-54 years old,Bachelor
4583,Estonia,35-44 years old,Some College
4584,India,18-24 years old,Bachelor
4586,Italy,25-34 years old,Secondary school
4589,USA,35-44 years old,Bachelor
4592,Ukraine,35-44 years old,Master
4593,Portugal,45-54 years old,Master
4600,USA,65 years or older,Associate degree
4602,USA,25-34 years old,Master
4613,France,18-24 years old,Master
4614,Finland,25-34 years old,Master
4617,India,35-44 years old,Master
4619,USA,25-34 years old,Bachelor
4620,Germany,25-34 years old,Master
4628,Sweden,55-64 years old,Some College
4629,China,18-24 years old,Bachelor
4630,Germany,25-34 years old,Master
4631,Germany,25-34 years old,Bachelor
4633,Canada,35-44 years old,Other
4634,Germany,25-34 years old,Associate degree
4636,Italy,35-44 years old,Master
4641,Germany,35-44 years old,Master
4646,Finland,35-44 years old,Bachelor
4648,Italy,25-34 years old,Bachelor
4655,Belgium,25-34 years old,Bachelor
4656,Brazil,35-44 years old,Bachelor
4657,Germany,25-34 years old,Master
4663,Ukraine,25-34 years old,Bachelor
4664,India,25-34 years old,Master
4668,Netherlands,25-34 years old,Some College
4673,Latvia,25-34 years old,Master
4674,India,35-44 years old,Bachelor
4675,Ukraine,25-34 years old,Master
4676,Germany,35-44 years old,Master
4681,Indonesia,25-34 years old,Secondary school
4683,UK,25-34 years old,Some College
4684,India,35-44 years old,Master
4688,Italy,45-54 years old,Professional
4694,Sweden,35-44 years old,Bachelor
4696,Turkey,35-44 years old,Master
4700,Slovenia,25-34 years old,Secondary school
4704,Spain,55-64 years old,Some College
4707,India,18-24 years old,Bachelor
4708,Norway,25-34 years old,Master
4714,Canada,45-54 years old,Bachelor
4715,Hungary,25-34 years old,Some College
4717,Brazil,35-44 years old,Some College
4719,UK,25-34 years old,Bachelor
4724,Argentina,35-44 years old,Bachelor
4726,India,25-34 years old,Bachelor
4731,Norway,25-34 years old,Master
4732,Germany,35-44 years old,Professional
4734,Ukraine,25-34 years old,Master
4737,UK,25-34 years old,Bachelor
4739,Germany,45-54 years old,Professional
4742,Italy,25-34 years old,Master
4748,Georgia,35-44 years old,Bachelor
4750,Austria,18-24 years old,Associate degree
4757,Germany,25-34 years old,Bachelor
4759,Italy,35-44 years old,Master
4762,India,18-24 years old,Bachelor
4771,UAE,35-44 years old,Bachelor
4772,Germany,18-24 years old,Bachelor
4779,Ukraine,25-34 years old,Master
4780,Philippines,25-34 years old,Master
4782,India,25-34 years old,Bachelor
4784,India,18-24 years old,Bachelor
4787,Germany,25-34 years old,Bachelor
4790,France,35-44 years old,Associate degree
4794,Russia,45-54 years old,Master
4798,Canada,25-34 years old,Bachelor
4802,USA,35-44 years old,Bachelor
4803,Bangladesh,18-24 years old,Bachelor
4807,Poland,25-34 years old,Bachelor
4811,Japan,45-54 years old,Bachelor
4816,Poland,35-44 years old,Some College
4817,Denmark,35-44 years old,Some College
4828,USA,35-44 years old,Master
4829,Malaysia,35-44 years old,Secondary school
4832,Hungary,25-34 years old,Some College
4834,Italy,35-44 years old,Some College
4835,Brazil,35-44 years old,Master
4837,France,45-54 years old,Master
4842,Italy,25-34 years old,Master
4843,USA,25-34 years old,Bachelor
4846,UK,45-54 years old,Master
4850,France,45-54 years old,Some College
4852,Estonia,25-34 years old,Bachelor
4854,UK,25-34 years old,Other
4856,Ukraine,35-44 years old,Professional
4865,UK,55-64 years old,Bachelor
4870,Switzerland,25-34 years old,Master
4872,Spain,35-44 years old,Some College
4873,Russia,18-24 years old,Master
4884,Denmark,35-44 years old,Master
4886,Argentina,18-24 years old,Secondary school
4888,Germany,25-34 years old,Bachelor
4889,USA,25-34 years old,Secondary school
4893,France,35-44 years old,Bachelor
4897,Portugal,25-34 years old,Bachelor
4898,UK,25-34 years old,Bachelor
4899,Ukraine,18-24 years old,Bachelor
4902,Norway,25-34 years old,Master
4903,Poland,18-24 years old,Bachelor
4908,Finland,25-34 years old,Bachelor
4912,Sweden,25-34 years old,Some College
4915,Italy,25-34 years old,Associate degree
4919,Czech Republic,45-54 years old,Secondary school
4922,Germany,25-34 years old,Bachelor
4923,USA,35-44 years old,Bachelor
4924,Brazil,45-54 years old,Some College
4925,Pakistan,18-24 years old,Secondary school
4926,Ukraine,35-44 years old,Master
4930,UK,25-34 years old,Secondary school
4931,Germany,35-44 years old,Secondary school
4933,Rwanda,25-34 years old,Bachelor
4938,India,25-34 years old,Master
4940,USA,25-34 years old,Bachelor
4942,Poland,25-34 years old,Secondary school
4946,Morocco,25-34 years old,Secondary school
4950,France,25-34 years old,Bachelor
4951,USA,35-44 years old,Bachelor
4952,Serbia,35-44 years old,Bachelor
4953,India,25-34 years old,Bachelor
4956,India,18-24 years old,Bachelor
4960,Brazil,18-24 years old,Bachelor
4961,USA,18-24 years old,Some College
4962,Bangladesh,35-44 years old,Some College
4963,Spain,35-44 years old,Master
4973,Czech Republic,35-44 years old,Some College
4976,USA,25-34 years old,Bachelor
4983,Poland,18-24 years old,Bachelor
4985,USA,35-44 years old,Bachelor
4986,USA,35-44 years old,Associate degree
4990,Czech Republic,55-64 years old,Professional
4991,Netherlands,25-34 years old,Bachelor
4993,Chile,45-54 years old,Bachelor
4999,USA,25-34 years old,Bachelor
5005,Poland,25-34 years old,Master
5008,Italy,18-24 years old,Some College
5011,USA,35-44 years old,Bachelor
5013,India,18-24 years old,Bachelor
5018,India,35-44 years old,Master
5019,USA,45-54 years old,Some College
5021,Lebanon,25-34 years old,Bachelor
5027,Ukraine,25-34 years old,Master
5030,UK,18-24 years old,Master
5032,USA,25-34 years old,Some College
5033,USA,45-54 years old,Some College
5035,USA,45-54 years old,Bachelor
5036,Israel,35-44 years old,Bachelor
5042,India,18-24 years old,Bachelor
5046,USA,35-44 years old,Some College
5047,USA,18-24 years old,Bachelor
5050,USA,25-34 years old,Bachelor
5051,Belgium,35-44 years old,Associate degree
5053,USA,45-54 years old,Bachelor
5057,USA,45-54 years old,Master
5066,India,35-44 years old,Master
5070,Sierra Leone,18-24 years old,Some College
5074,USA,45-54 years old,Master
5075,UK,25-34 years old,Bachelor
5076,Panama,35-44 years old,Secondary school
5079,India,25-34 years old,Master
5084,Ukraine,35-44 years old,Master
5087,Switzerland,25-34 years old,Secondary school
5093,Turkey,25-34 years old,Bachelor
5096,Austria,25-34 years old,Master
5097,USA,25-34 years old,Bachelor
5098,Pakistan,25-34 years old,Bachelor
5100,Ukraine,25-34 years old,Master
5101,Italy,35-44 years old,Bachelor
5109,USA,35-44 years old,Bachelor
5110,South Korea,25-34 years old,Some College
5111,Ecuador,18-24 years old,Bachelor
5112,Poland,18-24 years old,Bachelor
5114,USA,18-24 years old,Master
5121,Canada,45-54 years old,Bachelor
5122,Canada,25-34 years old,Some College
5124,Italy,25-34 years old,Bachelor
5129,Germany,25-34 years old,Bachelor
5131,Cuba,35-44 years old,Bachelor
5134,Italy,35-44 years old,Master
5135,Brazil,25-34 years old,Bachelor
5138,Lithuania,25-34 years old,Master
5139,UK,18-24 years old,Bachelor
5141,Brazil,25-34 years old,Master
5142,South Africa,25-34 years old,Associate degree
5145,USA,45-54 years old,Bachelor
5151,Spain,25-34 years old,Professional
5158,Italy,18-24 years old,Secondary school
5161,France,35-44 years old,Associate degree
5169,USA,25-34 years old,Some College
5171,South Africa,45-54 years old,Master
5176,UK,35-44 years old,Bachelor
5180,Russia,25-34 years old,Some College
5181,UK,35-44 years old,Bachelor
5182,USA,35-44 years old,Bachelor
5184,Italy,25-34 years old,Master
5187,Mexico,25-34 years old,Bachelor
5188,Israel,25-34 years old,Bachelor
5195,Brazil,35-44 years old,Bachelor
5198,UK,25-34 years old,Master
5199,UK,45-54 years old,Bachelor
5201,Germany,55-64 years old,Master
5202,Spain,25-34 years old,Bachelor
5209,USA,55-64 years old,Some College
5210,Canada,45-54 years old,Master
5211,Brazil,18-24 years old,Associate degree
5213,Tunisia,25-34 years old,Master
5215,Germany,18-24 years old,Some College
5220,USA,25-34 years old,Bachelor
5224,UK,45-54 years old,Bachelor
5226,India,25-34 years old,Master
5227,India,35-44 years old,Master
5228,Brazil,18-24 years old,Secondary school
5229,Philippines,18-24 years old,Bachelor
5233,USA,35-44 years old,Bachelor
5235,Belgium,25-34 years old,Associate degree
5238,Czech Republic,25-34 years old,Secondary school
5239,UK,25-34 years old,Bachelor
5241,USA,45-54 years old,Bachelor
5243,Brazil,18-24 years old,Associate degree
5245,Canada,35-44 years old,Bachelor
5249,UK,18-24 years old,Some College
5253,Bulgaria,45-54 years old,Bachelor
5254,Russia,35-44 years old,Other
5255,UK,35-44 years old,Master
5257,Bolivia,35-44 years old,Master
5263,Netherlands,35-44 years old,Some College
5266,France,18-24 years old,Some College
5271,Pakistan,35-44 years old,Bachelor
5272,UK,25-34 years old,Some College
5276,Costa Rica,45-54 years old,Some College
5279,France,18-24 years old,Master
5284,Lithuania,35-44 years old,Bachelor
5285,Indonesia,35-44 years old,Bachelor
5292,Italy,35-44 years old,Master
5296,Canada,18-24 years old,Some College
5297,India,18-24 years old,Bachelor
5300,USA,45-54 years old,Bachelor
5303,Belgium,25-34 years old,Bachelor
5305,Philippines,25-34 years old,Bachelor
5308,Norway,25-34 years old,Bachelor
5309,USA,25-34 years old,Master
5311,Greece,25-34 years old,Professional
5312,Canada,18-24 years old,Bachelor
5315,Brazil,25-34 years old,Some College
5320,Argentina,35-44 years old,Bachelor
5322,USA,45-54 years old,Professional
5323,Belarus,35-44 years old,Associate degree
5330,Ukraine,35-44 years old,Bachelor
5333,Brazil,25-34 years old,Bachelor
5334,Italy,35-44 years old,Secondary school
5337,Canada,35-44 years old,Bachelor
5338,India,25-34 years old,Bachelor
5342,Portugal,35-44 years old,Master
5344,Colombia,25-34 years old,Associate degree
5348,USA,18-24 years old,Bachelor
5349,USA,45-54 years old,Some College
5354,USA,45-54 years old,Master
5361,USA,55-64 years old,Bachelor
5364,Germany,25-34 years old,Bachelor
5366,USA,25-34 years old,Bachelor
5367,USA,25-34 years old,Master
5368,Ireland,25-34 years old,Associate degree
5370,USA,25-34 years old,Some College
5372,USA,55-64 years old,Bachelor
5380,Ukraine,25-34 years old,Master
5381,Canada,25-34 years old,Some College
5382,France,18-24 years old,Master
5384,Israel,18-24 years old,Secondary school
5385,UK,25-34 years old,Bachelor
5387,India,25-34 years old,Bachelor
5390,USA,35-44 years old,Bachelor
5391,Egypt,18-24 years old,Secondary school
5399,Brazil,18-24 years old,Some College
5400,USA,25-34 years old,Bachelor
5401,Poland,25-34 years old,Some College
5405,Ukraine,25-34 years old,Master
5407,Poland,25-34 years old,Master
5408,Lithuania,35-44 years old,Bachelor
5409,USA,25-34 years old,Secondary school
5411,Switzerland,35-44 years old,Some College
5414,Singapore,18-24 years old,Bachelor
5423,Brazil,25-34 years old,Master
5424,UK,18-24 years old,Bachelor
5425,UK,18-24 years old,Bachelor
5430,USA,25-34 years old,Professional
5431,UK,25-34 years old,Some College
5433,Nigeria,25-34 years old,Bachelor
5435,USA,25-34 years old,Bachelor
5436,Poland,25-34 years old,Master
5438,Germany,35-44 years old,Professional
5440,Canada,25-34 years old,Master
5442,Spain,25-34 years old,Master
5443,Hungary,25-34 years old,Bachelor
5450,Sweden,35-44 years old,Master
5452,Germany,55-64 years old,Professional
5455,India,35-44 years old,Bachelor
5459,India,25-34 years old,Master
5468,Czech Republic,18-24 years old,Bachelor
5470,Argentina,35-44 years old,Bachelor
5475,USA,18-24 years old,Secondary school
5477,India,45-54 years old,Bachelor
5479,South Korea,25-34 years old,Some College
5483,Poland,25-34 years old,Bachelor
5484,Denmark,25-34 years old,Other
5489,Norway,45-54 years old,Some College
5490,India,25-34 years old,Master
5493,Guatemala,35-44 years old,Some College
5494,Sri Lanka,25-34 years old,Some College
5501,France,35-44 years old,Master
5504,USA,45-54 years old,Bachelor
5505,UAE,25-34 years old,Bachelor
5511,Slovakia,25-34 years old,Master
5515,Uruguay,25-34 years old,Bachelor
5519,Ukraine,25-34 years old,Master
5520,USA,25-34 years old,Some College
5521,Canada,45-54 years old,Some College
5523,Guatemala,25-34 years old,Some College
5526,Serbia,25-34 years old,Some College
5527,USA,45-54 years old,Master
5529,Guatemala,18-24 years old,Some College
5531,USA,25-34 years old,Secondary school
5536,UK,35-44 years old,Associate degree
5537,UK,45-54 years old,Bachelor
5538,Italy,45-54 years old,Some College
5541,Guatemala,45-54 years old,Some College
5543,Netherlands,18-24 years old,Secondary school
5545,South Korea,25-34 years old,Bachelor
5546,USA,25-34 years old,Bachelor
5558,Indonesia,25-34 years old,Associate degree
5559,India,45-54 years old,Bachelor
5560,USA,25-34 years old,Master
5561,USA,45-54 years old,Bachelor
5562,USA,35-44 years old,Bachelor
5563,Poland,35-44 years old,Master
5567,Poland,18-24 years old,Bachelor
5569,USA,25-34 years old,Some College
5571,Ukraine,18-24 years old,Secondary school
5572,USA,35-44 years old,Bachelor
5573,Poland,25-34 years old,Bachelor
5574,Denmark,45-54 years old,Bachelor
5575,Poland,25-34 years old,Master
5576,Canada,25-34 years old,Some College
5578,Serbia,45-54 years old,Master
5579,UK,25-34 years old,Bachelor
5580,Russia,35-44 years old,Bachelor
5587,Slovenia,35-44 years old,Bachelor
5591,USA,55-64 years old,Bachelor
5593,Canada,25-34 years old,Bachelor
5595,Canada,35-44 years old,Master
5599,Italy,25-34 years old,Master
5601,South Korea,25-34 years old,Secondary school
5602,Colombia,25-34 years old,Bachelor
5605,Portugal,25-34 years old,Master
5606,USA,25-34 years old,Master
5607,Netherlands,25-34 years old,Master
5610,Canada,45-54 years old,Bachelor
5611,Spain,25-34 years old,Some College
5618,USA,35-44 years old,Bachelor
5621,USA,25-34 years old,Bachelor
5623,Belgium,35-44 years old,Master
5624,India,18-24 years old,Bachelor
5627,USA,35-44 years old,Some College
5630,India,Under 18 years old,Secondary school
5631,USA,25-34 years old,Bachelor
5632,USA,35-44 years old,Bachelor
5637,Germany,25-34 years old,Master
5638,Germany,35-44 years old,Master
5639,India,35-44 years old,Master
5640,Canada,35-44 years old,Secondary school
5642,South Africa,55-64 years old,Some College
5643,USA,55-64 years old,Master
5647,Switzerland,25-34 years old,Master
5648,Poland,18-24 years old,Master
5649,USA,25-34 years old,Master
5650,USA,25-34 years old,Associate degree
5651,Netherlands,35-44 years old,Master
5654,Ukraine,45-54 years old,Master
5655,USA,35-44 years old,Some College
5657,Switzerland,25-34 years old,Bachelor
5658,USA,25-34 years old,Bachelor
5660,USA,25-34 years old,Some College
5664,USA,35-44 years old,Some College
5665,UK,25-34 years old,Some College
5667,Thailand,25-34 years old,Bachelor
5668,Hungary,55-64 years old,Master
5670,Germany,35-44 years old,Some College
5672,Poland,25-34 years old,Bachelor
5674,Czech Republic,25-34 years old,Some College
5680,Brazil,25-34 years old,Bachelor
5683,Turkey,25-34 years old,Bachelor
5684,India,25-34 years old,Bachelor
5685,USA,25-34 years old,Bachelor
5688,South Africa,35-44 years old,Bachelor
